CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2
015229,VANZAGO,MILANO,5944,2613
017058,COLLIO,BRESCIA,1173,529
012055,COMERIO,VARESE,1838,957
016239,VILLA D'ALME',BERGAMO,4005,2142
108039,SEREGNO,MONZA E DELLA BRIANZA,28207,12967
013011,ARGEGNO,COMO,381,159
017108,MILZANO,BRESCIA,1077,442
108018,CERIANO LAGHETTO,MONZA E DELLA BRIANZA,4145,1785
017168,SABBIO CHIESE,BRESCIA,2365,946
012103,MONTEGRINO VALTRAVAGLIA,VARESE,764,341
015165,OZZERO,MILANO,882,400
013136,LURAGO D'ERBA,COMO,3611,1676
018139,SANTA CRISTINA E BISSONE,PAVIA,1193,516
016090,CUSIO,BERGAMO,164,88
017060,COMEZZANO-CIZZAGO,BRESCIA,2322,824
014011,CAIOLO,SONDRIO,671,309
013058,CASTELMARTE,COMO,881,418
016102,FONTENO,BERGAMO,415,199
018147,SCALDASOLE,PAVIA,538,241
017027,BRAONE,BRESCIA,431,218
017128,OSSIMO,BRESCIA,947,479
016244,ZANDOBBIO,BERGAMO,1580,704
013119,LAGLIO,COMO,582,266
018184,ZAVATTARELLO,PAVIA,621,393
020063,SOLFERINO,MANTOVA,1625,775
016038,BREMBATE DI SOPRA,BERGAMO,4789,2375
015055,CASARILE,MILANO,2295,891
098044,OSSAGO LODIGIANO,LODI,934,411
015007,ARCONATE,MILANO,3947,1827
019025,CASTELLEONE,CREMONA,6166,3160
016161,PEIA,BERGAMO,1029,429
017183,TAVERNOLE SUL MELLA,BRESCIA,802,384
016028,BOLGARE,BERGAMO,3627,1470
017031,CAINO,BRESCIA,1311,556
012029,CAIRATE,VARESE,4666,2125
016218,TRESCORE BALNEARIO,BERGAMO,5599,2604
019050,GRONTARDO,CREMONA,990,473
018081,LINAROLO,PAVIA,1839,838
098005,BORGO SAN GIOVANNI,LODI,1497,639
012130,UBOLDO,VARESE,6324,2554
019095,SESTO ED UNITI,CREMONA,2022,981
017167,RUDIANO,BRESCIA,3491,1716
015171,PESCHIERA BORROMEO,MILANO,15366,6494
098023,CORNOVECCHIO,LODI,140,54
017111,MONTE ISOLA,BRESCIA,1277,602
017064,CORZANO,BRESCIA,879,359
098039,MERLINO,LODI,1034,388
097033,ELLO,LECCO,873,401
016220,TREVIOLO,BERGAMO,7055,3165
019004,AZZANELLO,CREMONA,377,187
108032,MISINTO,MONZA E DELLA BRIANZA,3618,1488
017104,MARCHENO,BRESCIA,2644,1096
015077,CINISELLO BALSAMO,MILANO,42292,20858
015248,VILLA CORTESE,MILANO,3990,1889
019033,CORTE DE' FRATI,CREMONA,865,397
017130,PADERNO FRANCIACORTA,BRESCIA,2530,1067
013010,APPIANO GENTILE,COMO,5233,2459
015046,CANEGRATE,MILANO,7626,3412
017082,IDRO,BRESCIA,1191,493
016083,CORTENUOVA,BERGAMO,1161,533
018159,TORRE D'ISOLA,PAVIA,1659,790
013197,RODERO,COMO,727,292
016059,CASIRATE D'ADDA,BERGAMO,2461,1089
018082,LIRIO,PAVIA,79,35
019114,VOLONGO,CREMONA,284,133
018089,MENCONICO,PAVIA,209,150
018179,VILLANOVA D'ARDENGHI,PAVIA,527,224
014004,APRICA,SONDRIO,907,446
018042,CECIMA,PAVIA,153,103
013192,PROSERPIO,COMO,648,298
016238,VILLA D'ADDA,BERGAMO,2920,1378
017189,TREMOSINE,BRESCIA,1151,456
018154,SUARDI,PAVIA,303,133
012132,VARANO BORGHI,VARESE,1436,709
014057,SAMOLACO,SONDRIO,1688,789
016177,PUMENENGO,BERGAMO,1031,552
020017,CASTIGLIONE DELLE STIVIERE,MANTOVA,12084,5178
098004,BORGHETTO LODIGIANO,LODI,2840,1308
014040,MAZZO DI VALTELLINA,SONDRIO,655,325
018007,BAGNARIA,PAVIA,388,226
097070,PRIMALUNA,LECCO,1482,678
097058,OLGIATE MOLGORA,LECCO,4059,1847
016131,MADONE,BERGAMO,2259,978
017013,BASSANO BRESCIANO,BRESCIA,1527,578
098029,GUARDAMIGLIO,LODI,1503,652
013185,PLESIO,COMO,521,242
097054,MONTICELLO BRIANZA,LECCO,2769,1437
020045,PORTO MANTOVANO,MANTOVA,9974,4553
018103,NICORVO,PAVIA,150,75
013238,VENIANO,COMO,1888,782
013107,GERA LARIO,COMO,615,300
019060,MOSCAZZANO,CREMONA,510,228
097069,PREMANA,LECCO,1693,767
015158,NOVIGLIO,MILANO,2746,1023
097052,MONTE MARENZO,LECCO,1306,626
016168,PONTE NOSSA,BERGAMO,1213,675
097015,CASARGO,LECCO,593,311
018138,SANNAZZARO DE' BURGONDI,PAVIA,3140,1421
097071,ROBBIATE,LECCO,4034,1763
097090,VIGANO',LECCO,1390,684
097007,BARZIO,LECCO,818,413
108022,CORREZZANA,MONZA E DELLA BRIANZA,1807,810
097068,PESCATE,LECCO,1417,682
016009,AMBIVERE,BERGAMO,1500,738
017178,SERLE,BRESCIA,1763,821
012070,GALLARATE,VARESE,30489,14921
013130,LIVO,COMO,92,35
017028,BRENO,BRESCIA,3305,1737
016099,FINO DEL MONTE,BERGAMO,802,387
016125,LENNA,BERGAMO,355,217
016206,SPIRANO,BERGAMO,3510,1514
097014,CARENNO,LECCO,969,456
013004,ALBESE CON CASSANO,COMO,3077,1568
017086,ISORELLA,BRESCIA,2535,1160
015130,MAGENTA,MILANO,15425,7265
017137,PAVONE DEL MELLA,BRESCIA,1756,746
019087,SALVIROLA,CREMONA,712,303
018051,CODEVILLA,PAVIA,553,317
016242,VILLONGO,BERGAMO,4677,2400
017039,CARPENEDOLO,BRESCIA,7060,2823
020016,CASTELLUCCHIO,MANTOVA,2973,1319
020012,CASALROMANO,MANTOVA,833,361
014077,VILLA DI CHIAVENNA,SONDRIO,563,234
015219,TREZZANO ROSA,MILANO,2983,1213
019037,CREMOSANO,CREMONA,1118,435
018044,CERETTO LOMELLINA,PAVIA,107,41
017073,GAMBARA,BRESCIA,3020,1392
016128,LOVERE,BERGAMO,3577,2091
015044,CAMBIAGO,MILANO,4146,1624
018058,COSTA DE' NOBILI,PAVIA,204,90
013157,MONTORFANO,COMO,1718,799
016224,VALBREMBO,BERGAMO,2639,1197
017202,VIONE,BRESCIA,467,211
012117,SALTRIO,VARESE,1732,715
015182,RHO,MILANO,32845,15570
014035,MADESIMO,SONDRIO,291,159
012051,CITTIGLIO,VARESE,2272,1137
013188,PONTE LAMBRO,COMO,2886,1429
108009,BIASSONO,MONZA E DELLA BRIANZA,8262,3692
013222,TAVERNERIO,COMO,4082,1970
013052,CASLINO D'ERBA,COMO,1075,452
012133,VARESE,VARESE,50328,27144
016080,COLZATE,BERGAMO,947,451
098026,FOMBIO,LODI,1484,620
016172,PONTIROLO NUOVO,BERGAMO,2940,1300
016079,COLOGNO AL SERIO,BERGAMO,6890,3188
012006,AZZATE,VARESE,2865,1364
018098,MONTESEGALE,PAVIA,154,84
018093,MIRADOLO TERME,PAVIA,2270,1082
013207,SAN NAZZARO VAL CAVARGNA,COMO,187,64
016094,ENTRATICO,BERGAMO,1130,524
012088,LEGGIUNO,VARESE,2238,1160
097044,LOMAGNA,LECCO,3209,1345
017046,CAZZAGO SAN MARTINO,BRESCIA,6971,2864
016141,MORNICO AL SERIO,BERGAMO,1789,725
015099,DAIRAGO,MILANO,3865,1634
019027,CASTELVISCONTI,CREMONA,190,95
017003,AGNOSINE,BRESCIA,1134,465
012038,CASCIAGO,VARESE,2456,1290
013043,CAPIAGO INTIMIANO,COMO,3869,1703
018052,CONFIENZA,PAVIA,844,387
019109,TRESCORE CREMASCO,CREMONA,1753,757
017181,SONICO,BRESCIA,816,385
017102,MANERBA DEL GARDA,BRESCIA,2638,1111
015176,POGLIANO MILANESE,MILANO,5366,2408
016064,CASTIONE DELLA PRESOLANA,BERGAMO,2344,1156
098034,MAIRAGO,LODI,933,404
018151,SOMMO,PAVIA,789,364
018105,OLIVA GESSI,PAVIA,112,52
016051,CAPRIATE SAN GERVASIO,BERGAMO,4853,2373
098031,LODI,LODI,31123,15384
019079,RICENGO,CREMONA,1052,414
016230,VEDESETA,BERGAMO,133,71
098011,CASELLE LANDI,LODI,1019,444
014006,BEMA,SONDRIO,80,37
016170,PONTE SAN PIETRO,BERGAMO,6822,3363
017078,GHEDI,BRESCIA,11038,4630
098045,PIEVE FISSIRAGA,LODI,1129,504
097018,CASSINA VALSASSINA,LECCO,352,155
016150,ORIO AL SERIO,BERGAMO,1025,427
017088,LENO,BRESCIA,8894,3904
015112,GUDO VISCONTI,MILANO,981,394
020065,SUZZARA,MANTOVA,11878,5331
016188,SAN GIOVANNI BIANCO,BERGAMO,2952,1589
017074,GARDONE RIVIERA,BRESCIA,1575,697
015116,LAINATE,MILANO,16569,7143
108031,MEZZAGO,MONZA E DELLA BRIANZA,2556,1076
013212,SENNA COMASCO,COMO,2082,913
097072,ROGENO,LECCO,2134,933
019116,PIADENA DRIZZONA,CREMONA,2350,1221
017006,ANGOLO TERME,BRESCIA,1651,834
013159,MOZZATE,COMO,5271,2277
016252,SANT'OMOBONO TERME,BERGAMO,2433,1374
017193,VALLIO TERME,BRESCIA,854,400
017015,BERLINGO,BRESCIA,1688,663
108005,BARLASSINA,MONZA E DELLA BRIANZA,4603,2174
020048,REDONDESCO,MANTOVA,732,382
013120,LAINO,COMO,304,105
016089,CURNO,BERGAMO,4901,2451
018113,PIEVE DEL CAIRO,PAVIA,1174,661
016050,CAPIZZONE,BERGAMO,758,440
013189,PORLEZZA,COMO,2754,1081
012102,MESENZANA,VARESE,836,359
018003,ALBONESE,PAVIA,342,188
016240,VILLA DI SERIO,BERGAMO,4225,1871
020018,CAVRIANA,MANTOVA,2151,942
012121,SOLBIATE ARNO,VARESE,2444,1106
015036,BUCCINASCO,MILANO,17138,7600
017175,SAVIORE DELL'ADAMELLO,BRESCIA,603,284
019007,BORDOLANO,CREMONA,360,170
016053,CARAVAGGIO,BERGAMO,10278,4728
018008,BARBIANELLO,PAVIA,472,220
017008,AZZANO MELLA,BRESCIA,2120,773
018096,MONTECALVO VERSIGGIA,PAVIA,282,135
012073,GAZZADA SCHIANNO,VARESE,2901,1478
016129,LURANO,BERGAMO,1610,720
012057,CROSIO DELLA VALLE,VARESE,409,196
016176,PRESEZZO,BERGAMO,3062,1377
015106,GESSATE,MILANO,5305,2261
018149,SILVANO PIETRA,PAVIA,372,199
016041,BRUMANO,BERGAMO,63,41
018015,BORGARELLO,PAVIA,1731,805
012110,ORINO,VARESE,457,245
018176,VIDIGULFO,PAVIA,3894,1532
012131,VALGANNA,VARESE,870,419
012023,BRUNELLO,VARESE,615,289
018050,CILAVEGNA,PAVIA,3428,1618
019084,RIVOLTA D'ADDA,CREMONA,5364,2578
098035,MALEO,LODI,2118,1066
097079,TACENO,LECCO,347,166
016077,CLUSONE,BERGAMO,5918,3184
014021,CINO,SONDRIO,191,81
013195,REZZAGO,COMO,206,100
018047,CERVESINA,PAVIA,780,444
012018,BREGANO,VARESE,504,237
019031,CINGIA DE' BOTTI,CREMONA,928,585
019102,SPINO D'ADDA,CREMONA,4623,1937
016195,SCHILPARIO,BERGAMO,809,410
108010,BOVISIO-MASCIAGO,MONZA E DELLA BRIANZA,10240,4577
015150,MORIMONDO,MILANO,702,334
016008,ALZANO LOMBARDO,BERGAMO,8214,3759
014061,SONDRIO,SONDRIO,13978,7397
013211,SCHIGNANO,COMO,554,173
018143,SANTA MARIA DELLA VERSA,PAVIA,1344,589
016031,BONATE SOTTO,BERGAMO,3927,1679
108011,BRIOSCO,MONZA E DELLA BRIANZA,3906,1768
017038,CAPRIOLO,BRESCIA,6006,3172
013100,FENEGRO',COMO,1937,755
015131,MAGNAGO,MILANO,5534,2417
014076,VERVIO,SONDRIO,122,60
012067,FAGNANO OLONA,VARESE,7539,3445
097091,VERDERIO,LECCO,3663,1612
016030,BONATE SOPRA,BERGAMO,5804,2375
012089,LONATE CEPPINO,VARESE,3019,1269
015142,MELZO,MILANO,11773,5341
017141,PEZZAZE,BRESCIA,978,478
012036,CASALE LITTA,VARESE,1574,738
015012,BAREGGIO,MILANO,11160,5279
014058,SAN GIACOMO FILIPPO,SONDRIO,222,106
013133,LOMAZZO,COMO,6258,2710
016109,GANDOSSO,BERGAMO,938,481
019041,DOVERA,CREMONA,2529,1115
013227,TURATE,COMO,5745,2421
016199,SERINA,BERGAMO,1257,686
016211,TAVERNOLA BERGAMASCA,BERGAMO,1468,954
018083,LOMELLO,PAVIA,1234,657
016104,FORESTO SPARSO,BERGAMO,1844,759
016033,BOSSICO,BERGAMO,648,313
016123,LALLIO,BERGAMO,2730,1201
015220,TREZZANO SUL NAVIGLIO,MILANO,12630,5642
019090,SAN GIOVANNI IN CROCE,CREMONA,1224,588
017125,ORZINUOVI,BRESCIA,7846,3582
017191,TREVISO BRESCIANO,BRESCIA,342,154
012048,CAVARIA CON PREMEZZO,VARESE,3385,1516
018156,TORRE BERETTI E CASTELLARO,PAVIA,255,101
108048,VERANO BRIANZA,MONZA E DELLA BRIANZA,6002,2546
018092,MEZZANINO,PAVIA,908,451
018099,MONTICELLI PAVESE,PAVIA,341,133
014008,BIANZONE,SONDRIO,817,404
108047,VEDUGGIO CON COLZANO,MONZA E DELLA BRIANZA,2858,1303
108002,AICURZIO,MONZA E DELLA BRIANZA,1344,607
017004,ALFIANELLO,BRESCIA,1672,687
016093,ENDINE GAIANO,BERGAMO,2125,1037
097023,COLICO,LECCO,4707,2354
016241,VILLA D'OGNA,BERGAMO,1206,605
017177,SENIGA,BRESCIA,955,446
097037,GARBAGNATE MONASTERO,LECCO,1712,768
015072,CERRO MAGGIORE,MILANO,9360,4361
019014,CAPPELLA DE' PICENARDI,CREMONA,205,100
108055,RONCELLO,MONZA E DELLA BRIANZA,2741,992
015181,RESCALDINA,MILANO,8652,3871
014018,CHIAVENNA,SONDRIO,4591,2456
013143,MARIANO COMENSE,COMO,16137,6494
014032,GORDONA,SONDRIO,1100,465
018119,REA,PAVIA,266,146
018129,RONCARO,PAVIA,832,374
017047,CEDEGOLO,BRESCIA,753,349
015010,ARLUNO,MILANO,7712,3402
012095,MALGESSO,VARESE,744,374
018140,SANTA GIULETTA,PAVIA,934,495
014001,ALBAREDO PER SAN MARCO,SONDRIO,211,124
097063,PAGNONA,LECCO,218,103
015140,MELEGNANO,MILANO,11728,5523
016201,SONGAVAZZO,BERGAMO,492,234
012058,CUASSO AL MONTE,VARESE,2086,959
017122,OFFLAGA,BRESCIA,2550,1073
017019,BIONE,BRESCIA,896,434
108044,USMATE VELATE,MONZA E DELLA BRIANZA,6490,2797
015024,BINASCO,MILANO,4786,2204
018075,GRAVELLONA LOMELLINA,PAVIA,1577,793
098006,BREMBIO,LODI,1701,776
015058,CASOREZZO,MILANO,3292,1395
012012,BESNATE,VARESE,3420,1647
016068,CENATE SOPRA,BERGAMO,1490,662
097008,BELLANO,LECCO,2424,1372
019092,SCANDOLARA RAVARA,CREMONA,819,465
097046,MANDELLO DEL LARIO,LECCO,7081,3543
014053,POSTALESIO,SONDRIO,421,181
016214,TORRE BOLDONE,BERGAMO,5581,2747
097060,OLIVETO LARIO,LECCO,810,414
013248,SAN SIRO,COMO,1114,508
108049,VILLASANTA,MONZA E DELLA BRIANZA,9273,4259
012072,GAVIRATE,VARESE,5941,3050
098030,LIVRAGA,LODI,1634,767
020035,MOGLIA,MANTOVA,3320,1429
019057,MARTIGNANA DI PO,CREMONA,1050,495
014052,PONTE IN VALTELLINA,SONDRIO,1579,867
016155,PALADINA,BERGAMO,2388,1121
097021,CESANA BRIANZA,LECCO,1603,701
019088,SAN BASSANO,CREMONA,1599,969
018167,VALEGGIO,PAVIA,110,73
012021,BRINZIO,VARESE,559,287
012143,CADREZZATE CON OSMATE,VARESE,1407,589
016173,PRADALUNGA,BERGAMO,2930,1233
014029,FORCOLA,SONDRIO,474,215
019022,CASALMORANO,CREMONA,1062,566
016175,PREMOLO,BERGAMO,776,414
017005,ANFO,BRESCIA,280,133
012074,GEMONIO,VARESE,1664,801
013097,EUPILIO,COMO,1775,810
020028,GUIDIZZOLO,MANTOVA,3395,1450
020044,PONTI SUL MINCIO,MANTOVA,1142,454
098002,BERTONICO,LODI,675,301
018041,CAVA MANARA,PAVIA,4643,2273
017126,ORZIVECCHI,BRESCIA,1703,695
013144,MASLIANICO,COMO,2018,911
017198,VEZZA D'OGLIO,BRESCIA,1010,418
097076,SIRTORI,LECCO,1811,797
013062,CAVARGNA,COMO,97,38
012105,MORAZZONE,VARESE,2662,1276
015125,LOCATE DI TRIULZI,MILANO,6405,2779
019091,SAN MARTINO DEL LAGO,CREMONA,258,140
016236,VIGANO SAN MARTINO,BERGAMO,743,336
018080,LARDIRAGO,PAVIA,768,394
019032,CORTE DE' CORTESI CON CIGNONE,CREMONA,617,253
017115,MURA,BRESCIA,505,196
017022,BORNO,BRESCIA,1784,918
012030,CANTELLO,VARESE,3014,1413
013068,CIRIMIDO,COMO,1341,588
018157,TORRE D'ARESE,PAVIA,492,194
013155,MONTEMEZZO,COMO,159,74
017203,VISANO,BRESCIA,1279,556
018087,MARZANO,PAVIA,922,389
015155,NOSATE,MILANO,404,189
018128,ROMAGNESE,PAVIA,395,246
017020,BORGO SAN GIACOMO,BRESCIA,3217,1363
097078,SUELLO,LECCO,1250,613
014010,BUGLIO IN MONTE,SONDRIO,1318,559
016101,FONTANELLA,BERGAMO,2657,1164
014063,TALAMONA,SONDRIO,2976,1435
020027,GONZAGA,MANTOVA,5202,2216
016207,STEZZANO,BERGAMO,8353,3602
015164,OSSONA,MILANO,2692,1155
016149,ONORE,BERGAMO,584,294
017146,POMPIANO,BRESCIA,2425,999
015060,CASSINA DE' PECCHI,MILANO,8796,3860
015118,LEGNANO,MILANO,36957,17699
016229,VALTORTA,BERGAMO,152,78
014072,VALDISOTTO,SONDRIO,2000,879
018115,PINAROLO PO,PAVIA,1093,553
014064,TARTANO,SONDRIO,145,82
017206,PIANCOGNO,BRESCIA,3154,1462
108030,MEDA,MONZA E DELLA BRIANZA,15160,6688
012079,GORLA MINORE,VARESE,4981,2274
017041,CASTELCOVATI,BRESCIA,3894,1462
019028,CELLA DATI,CREMONA,347,171
012026,BUSTO ARSIZIO,VARESE,50852,24462
017103,MANERBIO,BRESCIA,8443,3852
017129,PADENGHE SUL GARDA,BRESCIA,2640,1206
016121,ISOLA DI FONDRA,BERGAMO,112,71
016127,LOCATELLO,BERGAMO,485,259
020061,SERMIDE E FELONICA,MANTOVA,4594,2094
020020,COMMESSAGGIO,MANTOVA,626,314
017188,TRAVAGLIATO,BRESCIA,8996,3575
015172,PESSANO CON BORNAGO,MILANO,5631,2317
097057,OGGIONO,LECCO,5825,2815
013202,ROVELLO PORRO,COMO,3690,1498
015205,SEGRATE,MILANO,23338,10598
017187,TOSCOLANO-MADERNO,BRESCIA,4424,2222
012033,CARNAGO,VARESE,4123,1880
012115,RANCIO VALCUVIA,VARESE,475,212
017044,CASTO,BRESCIA,1000,370
013204,SAN BARTOLOMEO VAL CAVARGNA,COMO,677,231
014075,VERCEIA,SONDRIO,650,318
020051,RODIGO,MANTOVA,3217,1618
016191,SANTA BRIGIDA,BERGAMO,364,171
016148,ONETA,BERGAMO,376,193
020064,SUSTINENTE,MANTOVA,1317,593
018002,ALBAREDO ARNABOLDI,PAVIA,149,74
015011,ASSAGO,MILANO,5832,2235
015204,SEDRIANO,MILANO,7572,3321
016117,GRASSOBBIO,BERGAMO,3855,1501
098053,SENNA LODIGIANA,LODI,1202,536
012092,LUINO,VARESE,8141,4136
017051,CEVO,BRESCIA,547,261
012059,CUGLIATE-FABIASCO,VARESE,1721,800
016185,RONCOLA,BERGAMO,444,230
015019,BERNATE TICINO,MILANO,1876,808
018188,ZERBO,PAVIA,243,120
016184,RONCOBELLO,BERGAMO,258,153
015041,BUSTO GAROLFO,MILANO,8593,3716
015201,SAN VITTORE OLONA,MILANO,5010,2229
098037,MASSALENGO,LODI,2898,1240
017101,MALONNO,BRESCIA,2144,1002
019093,SCANDOLARA RIPA D'OGLIO,CREMONA,340,171
015178,POZZUOLO MARTESANA,MILANO,5336,2340
012027,CADEGLIANO-VICONAGO,VARESE,1173,595
020037,MOTTEGGIANA,MANTOVA,1386,534
017184,TEMU',BRESCIA,709,325
019105,TORLINO VIMERCATI,CREMONA,288,123
097059,OLGINATE,LECCO,4763,2258
013123,LASNIGO,COMO,289,121
020010,CASALMORO,MANTOVA,1269,514
013092,DOSSO DEL LIRO,COMO,129,58
017118,NIARDO,BRESCIA,1321,649
014025,DAZIO,SONDRIO,315,146
017182,SULZANO,BRESCIA,1236,506
016032,BORGO DI TERZO,BERGAMO,631,317
015211,SETTIMO MILANESE,MILANO,13500,6090
018049,CIGOGNOLA,PAVIA,877,409
097029,CREMENO,LECCO,986,502
016146,OLTRE IL COLLE,BERGAMO,544,306
018178,VILLA BISCOSSI,PAVIA,32,25
012005,ARSAGO SEPRIO,VARESE,2808,1197
019094,SERGNANO,CREMONA,2321,1001
019083,RIVAROLO DEL RE ED UNITI,CREMONA,1086,522
012043,CASTELLO CABIAGLIO,VARESE,293,153
017186,TORBOLE CASAGLIA,BRESCIA,4100,1648
017142,PIAN CAMUNO,BRESCIA,2855,1214
013034,BULGAROGRASSO,COMO,2598,1089
020002,ASOLA,MANTOVA,6156,2888
018021,BRALLO DI PREGOLA,PAVIA,262,167
015206,SENAGO,MILANO,12786,5462
016025,BERZO SAN FERMO,BERGAMO,724,320
016103,FOPPOLO,BERGAMO,99,55
017042,CASTEL MELLA,BRESCIA,7251,2812
015224,TRUCCAZZANO,MILANO,3546,1452
017045,CASTREZZATO,BRESCIA,4448,1689
098049,SAN ROCCO AL PORTO,LODI,1895,826
016058,CASAZZA,BERGAMO,2272,1039
016198,SERIATE,BERGAMO,15510,7397
014054,PRATA CAMPORTACCIO,SONDRIO,1735,803
012107,OGGIONA CON SANTO STEFANO,VARESE,2604,1192
016223,VALBONDIONE,BERGAMO,648,346
014070,TRESIVIO,SONDRIO,1317,599
018122,RIVANAZZANO TERME,PAVIA,3199,1799
012097,MARCHIROLO,VARESE,1910,899
016036,BRANZI,BERGAMO,452,245
019009,CALVATONE,CREMONA,687,330
013239,VERCANA,COMO,476,234
013152,MOLTRASIO,COMO,1060,486
016234,VERTOVA,BERGAMO,2944,1529
013218,STAZZONA,COMO,391,171
017164,ROE' VOLCIANO,BRESCIA,2810,1320
017033,CALVAGESE DELLA RIVIERA,BRESCIA,1886,751
017159,QUINZANO D'OGLIO,BRESCIA,4236,1769
097056,NIBIONNO,LECCO,2515,1173
108041,SOVICO,MONZA E DELLA BRIANZA,5373,2509
020032,MARIANA MANTOVANA,MANTOVA,431,179
012098,MARNATE,VARESE,4788,2101
012126,TERNATE,VARESE,1607,800
020021,CURTATONE,MANTOVA,9436,4517
108016,CARNATE,MONZA E DELLA BRIANZA,4901,2134
012007,AZZIO,VARESE,444,224
018091,MEZZANA RABATTONE,PAVIA,297,152
017192,URAGO D'OGLIO,BRESCIA,2198,1183
014012,CAMPODOLCINO,SONDRIO,571,265
015242,VIMODRONE,MILANO,10497,4729
017063,CORTENO GOLGI,BRESCIA,1280,580
017124,ONO SAN PIETRO,BRESCIA,683,310
012031,CARAVATE,VARESE,1515,711
018072,GIUSSAGO,PAVIA,3079,1225
017050,CETO,BRESCIA,1315,637
019003,ANNICCO,CREMONA,1250,693
108038,RONCO BRIANTINO,MONZA E DELLA BRIANZA,2419,1033
097027,CRANDOLA VALSASSINA,LECCO,199,88
013024,BIZZARONE,COMO,978,372
018116,PIZZALE,PAVIA,457,250
013131,LOCATE VARESINO,COMO,2591,1162
012090,LONATE POZZOLO,VARESE,6930,3233
097047,MARGNO,LECCO,253,107
015157,NOVATE MILANESE,MILANO,13250,6020
016091,DALMINE,BERGAMO,15089,6979
018018,BORGO SAN SIRO,PAVIA,577,316
